k,Good points,Perimeter,circle perimeter,Naive perimeter,Configs computed,Max angle of sol,Longest edge len,Running time in seconds
3,30,3.414213562373095,3.414213562373095,6.139960247678931,12,2.356194490192345,1.4142135623730951,0.019556564
4,38,4,4.82842712474619,7.0898154036220635,24,1.5707963267948966,1,0.019825242
5,44,5.414213562373095,5.656854249492381,7.926654595212022,43,2.356194490192345,2,0.019709027
6,44,6,6.242640687119285,8.683215054699211,67,1.5707963267948966,2,0.019733261
7,44,6.82842712474619,6.82842712474619,9.378944199669503,94,1.5707963267948966,2,0.019750512
8,44,7.414213562373095,7.414213562373095,10.026513098524001,125,1.5707963267948966,2,0.019710982
9,44,8,8,10.634723105433096,151,1.5707963267948966,2,0.01969876
10,50,8.82842712474619,8.82842712474619,11.209982432795858,190,1.5707963267948966,3,0.020372518
11,58,9.414213562373096,9.65685424949238,11.757128763348256,240,1.5707963267948966,3,0.019899343
12,63,9.65685424949238,10.485281374238571,12.279920495357862,286,0.7853981633974484,1.4142135623730951,0.020123462
13,64,10.242640687119286,11.313708498984761,12.781346485666885,342,1.5707963267948966,2,0.020335848
14,66,10.82842712474619,11.72134935173836,13.263830087913083,402,1.5707963267948966,3,0.020297367
15,71,11.414213562373096,12.12899020449196,13.729368492956533,438,1.5707963267948966,3,0.020216281
16,71,11.656854249492381,12.307135789365265,14.179630807244127,503,0.7853981633974484,2,0.020303582
17,71,12.242640687119287,12.485281374238571,14.616028887632439,601,1.5707963267948966,3,0.020319646
18,71,12.828427124746192,12.892922226992171,15.039769647786002,652,1.5707963267948966,4,0.019948861
19,71,13.071067811865476,13.300563079745771,15.451894436373303,704,0.7853981633974484,2,0.020144904
20,73,13.478708664619077,13.478708664619075,15.853309190424044,772,1.1071487177940904,2.23606797749979,0.020618918
21,78,13.656854249492381,13.656854249492381,16.244807875181,917,0.7853981633974484,2,0.020321462
22,78,14.242640687119286,14.242640687119287,16.62709095169392,979,1.5707963267948966,3,0.020423918
23,78,14.828427124746192,14.828427124746192,17.000780103579395,1038,1.5707963267948966,4,0.020228014
24,78,15.071067811865477,15.414213562373096,17.366430109398422,1102,0.7853981633974484,3,0.020275157
25,78,15.478708664619077,16,17.72453850905516,1149,1.1071487177940904,3,0.020514711
26,79,15.656854249492381,16.47213595499958,18.075553545419805,1279,0.7853981633974484,3,0.020942906
27,90,16.242640687119287,16.94427190999916,18.419880743036792,1490,1.5707963267948966,4,0.021167374
28,101,16.48528137423857,17.41640786499874,18.757888399339006,1657,0.7853981633974484,3,0.022679848
29,102,16.892922226992173,17.88854381999832,19.089912200332826,1777,1.1071487177940904,3,0.02163482
30,103,17.071067811865476,18.066689404871624,19.41625912555699,1859,0.7853981633974484,3,0.021514693
31,104,17.478708664619077,18.24483498974493,19.737210771665136,1947,1.1071487177940904,3,0.021557156
32,104,17.65685424949238,18.422980574618233,20.053026197048002,2026,0.7853981633974484,3,0.021844133
33,104,18.242640687119287,18.60112615949154,20.363944369248625,2115,1.5707963267948966,4,0.021642083
34,104,18.48528137423857,18.779271744364845,20.670186280926735,2200,0.7853981633974484,4,0.021574547
35,104,18.892922226992173,18.957417329238154,20.97195678763837,2281,1.1071487177940904,4,0.021576782
36,105,19.07106781186548,19.135562914111457,21.269446210866192,2386,0.7853981633974484,4,0.021584813
37,106,19.313708498984766,19.31370849898476,21.56283174194172,2586,0.7853981633974484,2,0.022072023
38,108,19.656854249492383,19.72134935173836,21.852278676276498,2715,0.7853981633974484,3,0.021387862
39,113,19.899494936611667,20.12899020449196,22.13794150231696,2885,0.7853981633974484,3,0.021587328
40,113,20.30713578936527,20.307135789365265,22.419964865591716,2974,1.1071487177940904,4,0.02164355
