k,Area,Configs computed,DP duration,Longest edge len,Longest primitive edge len,Max angle of sol,Naive perimeter,Perimeter,Running time in seconds,UB max turn_angle,UB primitive edge len,boundary grid points,circle perimeter,vertices
1335,1294.0,189884,0.056891248,10.0,3.605551275463989,0.3217505543966423,129.52260331760436,128.09854676473392,0.12256809,0.8559414120120524,8,80,128.44040712252342,26
1336,1294.5,189780,0.057166562,10.0,3.605551275463989,0.3217505543966423,129.5711045749933,128.1432770291428,0.12243183,0.8557278004703613,8,81,128.4601719603605,25
1337,1295.0,190172,0.057036238,10.0,3.1622776601683795,0.3217505543966423,129.61958768410818,128.1880072935517,0.122645683,0.8555144020075303,8,82,128.4799367981976,24
1338,1295.5,189908,0.056484283,11.0,3.1622776601683795,0.46364760900080615,129.66805266530602,128.26179761088312,0.121747037,0.8553012162518793,8,83,128.51455508097828,23
1339,1297.0,190632,0.056829788,11.0,3.605551275463989,0.3217505543966423,129.71649953890574,128.32142261401611,0.122591137,0.8550882428326535,8,82,128.54917336375897,25
1340,1297.5,190650,0.056633674,11.0,3.1622776601683795,0.3217505543966423,129.76492832518844,128.366152878425,0.122226496,0.8548754813800211,8,83,128.5883453983097,24
1341,1302.5,190668,0.057097,10.0,3.605551275463989,0.3217505543966423,129.81333904439734,128.4159516159075,0.122527931,0.8546629315250694,8,75,128.62751743286043,32
1342,1303.0,190701,0.05742239,10.0,3.605551275463989,0.3217505543966423,129.8617317167379,128.4606818803164,0.122953403,0.8544505928998025,8,76,128.68812691965817,31
1343,1303.5,190711,0.057042454,10.0,3.605551275463989,0.3217505543966423,129.910106362378,128.50541214472528,0.121993297,0.854238465137138,8,77,128.74873640645592,30
1344,1304.0,190732,0.056667896,10.0,3.605551275463989,0.3217505543966423,129.958463001448,128.55014240913417,0.121739774,0.8540265478709038,8,78,128.76191723698958,29
1345,1304.5,192269,0.057607259,10.0,3.605551275463989,0.3217505543966423,130.00680165404071,128.59487267354308,0.123146513,0.8538148407358364,8,79,128.77509806752326,28
1346,1305.0,192277,0.057306244,10.0,3.605551275463989,0.3217505543966423,130.05512234021174,128.63960293795193,0.123076603,0.853603343367576,8,80,128.79486290536033,27
1347,1305.5,191990,0.054686643,10.0,3.605551275463989,0.3217505543966423,130.1034250799794,128.68433320236085,0.120183365,0.8533920554026657,8,81,128.81462774319743,26
1348,1306.0,191333,0.05679382,10.0,3.605551275463989,0.3217505543966423,130.15170989332472,128.72906346676973,0.121982192,0.8531809764785468,8,82,128.8343925810345,25
1349,1306.5,191050,0.057354224,10.0,3.1622776601683795,0.3217505543966423,130.19997680019196,128.7737937311786,0.122020186,0.8529701062335572,8,83,128.8541574188716,24
1350,1310.0,190630,0.056788581,9.0,3.605551275463989,0.3217505543966423,130.2482258204882,128.83751336066234,0.122058668,0.8527594443069275,8,78,128.8887757016523,28
1351,1310.5,190418,0.057124168,7.0,3.605551275463989,0.32175055439664263,130.2964569740837,128.88224362507123,0.122150299,0.8525489903387792,8,79,128.92339398443298,27
1352,1311.0,190818,0.056704982,9.0,3.605551275463989,0.3217505543966423,130.34467028081204,128.9269738894801,0.121338676,0.8523387439701211,8,80,128.96256601898372,26
1353,1311.5,191249,0.056847317,9.0,3.605551275463989,0.3217505543966423,130.39286576047004,128.971704153889,0.121703945,0.8521287048428465,8,81,129.00173805353444,25
1354,1312.0,190973,0.054073088,9.0,3.1622776601683795,0.3217505543966423,130.44104343281802,129.01643441829788,0.119053684,0.8519188725997305,8,82,129.04646831794335,24
1355,1312.5,190660,0.056827762,10.0,3.1622776601683795,0.46364760900080615,130.4892033175798,129.0902247356293,0.121562027,0.8517092468844276,8,83,129.09119858235223,23
1356,1315.5,190669,0.056464588,10.0,3.605551275463989,0.3217505543966423,130.53734543444276,129.13592884676106,0.120868086,0.8514998273414679,8,79,129.13592884676112,29
1357,1316.0,190062,0.053451433,10.0,3.605551275463989,0.3217505543966423,130.5854698030581,129.18065911116994,0.117493712,0.8512906136162554,8,80,129.18065911117,28
1358,1316.5,190062,0.057117882,10.0,3.605551275463989,0.3217505543966423,130.6335764430407,129.22538937557886,0.121550084,0.8510816053550644,8,81,129.2253893755789,27
1359,1317.0,189453,0.055946996,10.0,3.605551275463989,0.3217505543966423,130.6816653739694,129.27011963998774,0.119261879,0.8508728022050371,8,82,129.2701196399878,26
1360,1317.5,189299,0.055875827,10.0,3.605551275463989,0.3217505543966423,130.72973661538708,129.31484990439662,0.11926635,0.8506642038141811,8,83,129.31484990439668,25
1361,1318.0,189056,0.05596697,10.0,3.1622776601683795,0.3217505543966423,130.7777901868006,129.3595801688055,0.119273263,0.8504558098313655,8,84,129.35958016880556,24
1362,1321.5,189400,0.056313312,10.0,3.605551275463989,0.3217505543966423,130.82582610768102,129.42329979828926,0.119748952,0.8502476199063198,8,79,129.43337048613697,28
1363,1322.0,189763,0.055775605,10.0,3.605551275463989,0.3217505543966423,130.87384439746376,129.46803006269815,0.119199162,0.8500396336896299,8,80,129.5071608034684,27
1364,1322.5,189745,0.055921154,10.0,3.605551275463989,0.3217505543966423,130.92184507554845,129.51276032710703,0.119436412,0.8498318508327356,8,81,129.58095112079982,26
1365,1323.0,189764,0.055896989,10.0,3.605551275463989,0.3217505543966423,130.96982816129932,129.55749059151591,0.119012686,0.8496242709879288,8,82,129.65474143813123,25
1366,1323.5,189768,0.056052246,10.0,3.1622776601683795,0.3217505543966423,131.017793674045,129.6022208559248,0.119328228,0.8494168938083495,8,83,129.72853175546263,24
1367,1324.0,189757,0.055831618,11.0,3.1622776601683795,0.46364760900080615,131.0657416330789,129.6760111732562,0.119162426,0.8492097189479838,8,84,129.80232207279406,23
1368,1325.5,190114,0.055906068,11.0,3.605551275463989,0.3217505543966423,131.113672057659,129.73563617638922,0.119517917,0.8490027460616612,8,83,129.87611239012546,25
1369,1326.0,190491,0.056339573,11.0,3.1622776601683795,0.3217505543966423,131.1615849670082,129.7803664407981,0.120238957,0.8487959748050519,8,84,129.94990270745686,24
1370,1331.0,187610,0.055045067,11.0,3.605551275463989,0.3217505543966423,131.20948038031423,129.8301651782806,0.118107196,0.8485894048346638,8,76,130.1154277680533,32
1371,1331.5,192892,0.057751201,11.0,3.605551275463989,0.3217505543966423,131.25735831672992,129.87489544268948,0.123395985,0.8483830358078407,8,77,130.28095282864976,31
1372,1332.0,193797,0.058465605,11.0,3.605551275463989,0.3217505543966423,131.30521879537304,129.91962570709836,0.125416767,0.8481768673827585,8,78,130.4464778892462,30
1373,1332.5,189696,0.057375525,11.0,3.605551275463989,0.3217505543966423,131.35306183532663,129.96435597150727,0.123789748,0.8479708992184237,8,79,130.61200294984266,29
1374,1333.0,190074,0.057369728,11.0,3.605551275463989,0.3217505543966423,131.40088745563898,130.00908623591616,0.124006465,0.8477651309746697,8,80,130.62825993313723,28
1375,1333.5,190478,0.057712509,11.0,3.605551275463989,0.3217505543966423,131.44869567532368,130.05381650032504,0.125024958,0.8475595623121551,8,81,130.6445169164318,27
1376,1334.0,191537,0.05847713,11.0,3.605551275463989,0.3217505543966423,131.49648651335983,130.09854676473392,0.126122441,0.8473541928923608,8,82,130.7041419195648,26
1377,1334.5,192615,0.058443465,11.0,3.605551275463989,0.3217505543966423,131.54425998869195,130.1432770291428,0.127017177,0.8471490223775872,8,83,130.76376692269778,25
1378,1335.0,192673,0.057920496,10.0,3.1622776601683795,0.3217505543966423,131.59201612023026,130.1880072935517,0.125783503,0.8469440504309518,8,84,130.82339192583078,24
1379,1338.5,192755,0.057805398,9.0,3.605551275463989,0.3217505543966423,131.63975492685066,130.25172692303545,0.125544506,0.8467392767163865,8,79,130.8830169289638,28
1380,1339.0,192823,0.058355046,7.0,3.605551275463989,0.32175055439664263,131.68747642739478,130.29645718744433,0.125056596,0.8465347008986355,8,80,130.89927391225837,27
1381,1339.5,192892,0.058228984,9.0,3.605551275463989,0.3217505543966423,131.73518064067022,130.34118745185322,0.125559801,0.8463303226432523,8,81,130.9155308955529,26
1382,1340.0,192974,0.058108926,7.0,3.605551275463989,0.32175055439664263,131.78286758545048,130.38591771626207,0.124819067,0.8461261416165966,8,82,130.93178787884747,25
1383,1340.5,193033,0.058407288,9.0,3.1622776601683795,0.3217505543966423,131.8305372804751,130.43064798067098,0.124985987,0.8459221574858338,8,83,130.94804486214204,24
1384,1345.5,193092,0.058597466,9.0,3.605551275463989,0.3217505543966423,131.87818974444977,130.48044671815347,0.125363757,0.8457183699189297,8,75,131.00766986527503,32
1385,1346.0,193157,0.058822005,9.0,3.605551275463989,0.3217505543966423,131.92582499604637,130.52517698256239,0.125483325,0.8455147785846502,8,76,131.06729486840803,31
1386,1346.5,194353,0.058689376,9.0,3.605551275463989,0.3217505543966423,131.97344305390314,130.56990724697127,0.125337497,0.8453113831525579,8,77,131.12691987154102,30
1387,1347.0,195611,0.059356359,9.0,3.605551275463989,0.3217505543966423,132.02104393662464,130.61463751138015,0.126734878,0.8451081832930097,8,78,131.18654487467404,29
1388,1349.0,196034,0.057361487,9.0,3.605551275463989,0.3217505543966423,132.06862766278195,130.65859230302678,0.124986894,0.8449051786771543,8,76,131.2028018579686,32
1389,1349.5,196474,0.059730079,9.0,3.605551275463989,0.3217505543966423,132.11619425091266,130.7033225674357,0.127211264,0.8447023689769296,8,77,131.21905884126315,31
1390,1350.0,196838,0.059606181,9.0,3.605551275463989,0.3217505543966423,132.16374371952108,130.74805283184457,0.127070953,0.8444997538650609,8,78,131.24314495328804,30
1391,1350.5,197260,0.060484781,9.0,3.605551275463989,0.3217505543966423,132.21127608707818,130.79278309625346,0.128089377,0.8442973330150573,8,79,131.2672310653129,29
1392,1351.0,196568,0.059318575,9.0,3.605551275463989,0.3217505543966423,132.25879137202173,130.83751336066234,0.126564605,0.8440951061012104,8,80,131.3119613297218,28
1393,1351.5,196114,0.059044797,7.0,3.605551275463989,0.32175055439664263,132.30628959275643,130.88224362507123,0.126415005,0.8438930727985913,8,81,131.3566915941307,27
1394,1352.0,195899,0.059217444,9.0,3.605551275463989,0.3217505543966423,132.35377076765394,130.9269738894801,0.126446084,0.8436912327830481,8,82,131.40142185853958,26
1395,1352.5,195930,0.059568815,9.0,3.605551275463989,0.3217505543966423,132.40123491505298,130.971704153889,0.126325399,0.8434895857312037,8,83,131.44615212294846,25
1396,1353.0,195973,0.059377171,9.0,3.1622776601683795,0.3217505543966423,132.44868205325943,131.01643441829788,0.126369818,0.8432881313204534,8,84,131.47023823497335,24
1397,1353.5,196028,0.058978658,9.0,3.1622776601683795,0.46364760900080615,132.49611220054632,131.09022473562928,0.125931285,0.8430868692289626,8,85,131.4943243469982,23
1398,1355.0,196071,0.05950959,10.0,3.605551275463989,0.3217505543966423,132.5435253751541,131.1498497387623,0.125920181,0.8428857991356637,8,84,131.5184104590231,24
1399,1355.5,196094,0.059048639,10.0,3.1622776601683795,0.3217505543966423,132.59092159529055,131.19458000317118,0.12608724,0.8426849207202549,8,85,131.54249657104796,24
1400,1360.5,196157,0.059325489,10.0,3.605551275463989,0.3217505543966423,132.63830087913084,131.2443787406537,0.126129075,0.842484233663197,8,77,131.58722683545685,32
1401,1361.0,196211,0.058979775,10.0,3.605551275463989,0.3217505543966423,132.68566324481782,131.28910900506258,0.126494763,0.8422837376457107,8,78,131.63195709986573,31
1402,1361.5,195316,0.060141372,10.0,3.605551275463989,0.3217505543966423,132.73300871046192,131.33383926947147,0.127708183,0.8420834323497759,8,79,131.67668736427464,30
1403,1362.0,194774,0.059346022,10.0,3.605551275463989,0.3217505543966423,132.78033729414125,131.37856953388038,0.126727334,0.8418833174581273,8,80,131.72141762868353,29
1404,1362.5,195215,0.061736404,10.0,3.605551275463989,0.3217505543966423,132.82764901390178,131.42329979828926,0.129050808,0.8416833926542534,8,81,131.74550374070841,28
1405,1363.0,195667,0.058826194,10.0,3.605551275463989,0.3217505543966423,132.87494388775724,131.46803006269812,0.125785875,0.8414836576223937,8,82,131.76958985273328,27
1406,1363.5,195609,0.058430964,10.0,3.605551275463989,0.3217505543966423,132.92222193368946,131.51276032710703,0.125186569,0.8412841120475367,8,83,131.81929405803982,26
1407,1364.0,195537,0.05589196,10.0,3.605551275463989,0.3217505543966423,132.9694831696482,131.55749059151591,0.122743806,0.841084755615417,8,84,131.86899826334636,25
1408,1364.5,195567,0.058219555,10.0,3.1622776601683795,0.3217505543966423,133.01672761355135,131.6022208559248,0.124180158,0.8408855880125136,8,85,131.9187024686529,24
1409,1365.0,195684,0.059426269,11.0,3.1622776601683795,0.46364760900080615,133.06395528328503,131.6760111732562,0.124950715,0.8406866089260474,8,86,131.9684066739594,23
1410,1366.5,195417,0.058150412,11.0,3.605551275463989,0.3217505543966423,133.11116619670355,131.73563617638922,0.124835058,0.840487818043979,8,85,132.01811087926595,25
1411,1367.0,195489,0.05794857,11.0,3.1622776601683795,0.3217505543966423,133.15836037162964,131.7803664407981,0.123236954,0.840289215055006,8,86,132.0678150845725,24
1412,1372.0,195803,0.057849885,11.0,3.605551275463989,0.3217505543966423,133.2055378258545,131.8301651782806,0.123046986,0.8400907996485614,8,78,132.117519289879,32
1413,1372.5,195891,0.057993129,11.0,3.605551275463989,0.3217505543966423,133.2526985771377,131.87489544268948,0.123528749,0.8398925715148108,8,79,132.16722349518554,31
1414,1373.0,196282,0.058210894,11.0,3.605551275463989,0.3217505543966423,133.29984264320746,131.91962570709836,0.124004997,0.8396945303446506,8,80,132.19130960721043,30
1415,1373.5,196664,0.058324665,11.0,3.605551275463989,0.3217505543966423,133.34697004176073,131.96435597150727,0.124114716,0.8394966758297052,8,81,132.2153957192353,29
1416,1374.0,198060,0.056720345,11.0,3.605551275463989,0.3217505543966423,133.39408079046308,132.00908623591616,0.123348071,0.8392990076623255,8,82,132.3159007826236,28
1417,1374.5,199084,0.059157102,11.0,3.605551275463989,0.3217505543966423,133.44117490694896,132.053816500325,0.125823519,0.8391015255355857,8,83,132.41640584601194,27
1418,1375.0,199125,0.058746925,11.0,3.605551275463989,0.3217505543966423,133.48825240882175,132.09854676473392,0.125676713,0.8389042291432824,8,84,132.44049195803683,26
1419,1375.5,199169,0.058972861,11.0,3.605551275463989,0.3217505543966423,133.53531331365375,132.1432770291428,0.12623188,0.8387071181799313,8,85,132.46457807006172,25
1420,1376.0,199225,0.059714712,10.0,3.1622776601683795,0.3217505543966423,133.58235763898622,132.1880072935517,0.126564534,0.8385101923407651,8,86,132.48866418208658,24
1421,1379.5,199268,0.059017419,10.0,3.605551275463989,0.3217505543966423,133.62938540232977,132.25172692303545,0.126221892,0.8383134513217321,8,81,132.51275029411144,28
1422,1380.0,200007,0.059614351,8.0,3.605551275463989,0.3217505543966423,133.67639662116397,132.29645718744433,0.126710501,0.8381168948194931,8,82,132.61325535749978,27
1423,1380.5,201041,0.059743347,10.0,3.605551275463989,0.3217505543966423,133.72339131293785,132.34118745185322,0.127089598,0.8379205225314198,8,83,132.71376042088812,26
1424,1381.0,201481,0.060180064,8.0,3.605551275463989,0.3217505543966423,133.77036949506964,132.3859177162621,0.127277402,0.8377243341555926,8,84,132.737846532913,25
1425,1381.5,201953,0.060510622,4.0,3.1622776601683795,0.3217505543966423,133.8173311849471,132.43064798067098,0.12840771,0.8375283293907979,8,85,132.76193264493787,24
1426,1386.5,201870,0.060072858,10.0,3.605551275463989,0.3217505543966423,133.86427639992746,132.48044671815347,0.128119196,0.8373325079365268,8,77,132.78169748277494,32
1427,1387.0,201618,0.059901398,10.0,3.605551275463989,0.3217505543966423,133.91120515733752,132.52517698256239,0.127630518,0.8371368694929722,8,78,132.80146232061205,31
1428,1387.5,201041,0.059606528,10.0,3.605551275463989,0.3217505543966423,133.9581174744737,132.56990724697127,0.127674448,0.8369414137610274,8,79,132.82122715844915,30
1429,1388.0,201802,0.060388888,10.0,3.605551275463989,0.3217505543966423,134.00501336860222,132.61463751138015,0.128947162,0.8367461404422829,8,80,132.84099199628622,29
1430,1390.0,201845,0.060889231,10.0,3.605551275463989,0.3217505543966423,134.051892856959,132.65859230302678,0.128935359,0.8365510492390258,8,78,132.8607568341233,32
1431,1390.5,202680,0.060458171,10.0,3.605551275463989,0.3217505543966423,134.09875595674993,132.7033225674357,0.129046616,0.8363561398542361,8,79,132.8805216719604,31
1432,1391.0,202082,0.060608609,10.0,3.605551275463989,0.3217505543966423,134.1456026851508,132.74805283184457,0.129237632,0.8361614119915858,8,80,132.9002865097975,30
1433,1391.5,201845,0.057638476,10.0,3.605551275463989,0.3217505543966423,134.19243305930738,132.79278309625346,0.125763943,0.835966865355436,8,81,132.92005134763457,29
1434,1392.0,202235,0.06015073,10.0,3.605551275463989,0.3217505543966423,134.23924709633562,132.83751336066234,0.129690621,0.8357724996508358,8,82,132.9592233821853,28
1435,1392.5,202639,0.058256779,8.0,3.605551275463989,0.3217505543966423,134.28604481332158,132.88224362507123,0.12685144,0.8355783145835186,8,83,132.998395416736,27
1436,1393.0,202686,0.060072438,10.0,3.605551275463989,0.3217505543966423,134.33282622732156,132.9269738894801,0.128459531,0.8353843098599021,8,84,133.03756745128672,26
1437,1393.5,202718,0.06051146,10.0,3.605551275463989,0.3217505543966423,134.37959135536218,132.971704153889,0.129069453,0.8351904851870845,8,85,133.07673948583746,25
1438,1394.0,202769,0.060291879,10.0,3.1622776601683795,0.3217505543966423,134.42634021444044,133.01643441829788,0.128313145,0.8349968402728433,8,86,133.11591152038818,24
1439,1394.5,202804,0.0603488,10.0,3.1622776601683795,0.46364760900080615,134.47307282152383,133.09022473562928,0.128435785,0.8348033748256329,8,87,133.1550835549389,23
1440,1396.0,203244,0.06008501,11.0,3.605551275463989,0.3217505543966423,134.51978919355028,133.1498497387623,0.128139659,0.8346100885545831,8,86,133.19425558948961,24
1441,1396.5,203684,0.060075023,11.0,3.1622776601683795,0.3217505543966423,134.56648934742844,133.1945800031712,0.128325506,0.8344169811694964,8,87,133.23342762404036,24
1442,1401.5,203425,0.060259473,11.0,3.605551275463989,0.3217505543966423,134.6131733000375,133.2443787406537,0.128577492,0.8342240523808463,8,79,133.27815788844924,32
1443,1402.0,203129,0.057884805,11.0,3.605551275463989,0.3217505543966423,134.65984106822748,133.28910900506258,0.125794743,0.8340313018997755,8,80,133.32288815285816,31
1444,1402.5,203379,0.060095486,11.0,3.605551275463989,0.3217505543966423,134.7064926688192,133.33383926947147,0.128057456,0.8338387294380932,8,81,133.36761841726704,30
1445,1403.0,203473,0.060217149,11.0,3.605551275463989,0.3217505543966423,134.75312811860437,133.37856953388038,0.128241766,0.8336463347082741,8,82,133.41234868167592,29
1446,1403.5,203890,0.060658335,11.0,3.605551275463989,0.3217505543966423,134.79974743434562,133.42329979828926,0.128705861,0.8334541174234554,8,83,133.45707894608483,28
1447,1404.0,204061,0.060384627,5.0,3.605551275463989,0.3217505543966423,134.84635063277656,133.46803006269815,0.127976579,0.8332620772974356,8,84,133.50180921049375,27
1448,1404.5,203383,0.060095137,11.0,3.605551275463989,0.3217505543966423,134.89293773060206,133.51276032710703,0.126916531,0.8330702140446719,8,85,133.54653947490266,26
1449,1405.0,203076,0.060286571,11.0,3.605551275463989,0.3217505543966423,134.93950874449797,133.55749059151594,0.127198968,0.8328785273802788,8,86,133.59126973931154,25
1450,1405.5,204173,0.058755444,11.0,3.1622776601683795,0.3217505543966423,134.98606369111147,133.6022208559248,0.125686699,0.8326870170200258,8,87,133.65089474244454,24
1451,1409.0,205326,0.061087788,10.0,3.605551275463989,0.3217505543966423,135.03260258706104,133.66594048540853,0.128294705,0.8324956826803352,8,82,133.71051974557756,28
1452,1409.5,205342,0.060685015,10.0,3.605551275463989,0.3217505543966423,135.07912544893648,133.71067074981744,0.127709577,0.8323045240782809,8,83,133.77014474871055,27
1453,1410.0,205366,0.060935325,10.0,3.605551275463989,0.3217505543966423,135.1256322932991,133.75540101422632,0.127683526,0.8321135409315858,8,84,133.82976975184354,26
1454,1410.5,205399,0.058958333,8.0,3.605551275463989,0.3217505543966423,135.17212313668168,133.80013127863518,0.125928488,0.83192273295862,8,85,133.88939475497654,25
1455,1411.0,205443,0.061040785,9.0,3.1622776601683795,0.3217505543966423,135.2185979955886,133.8448615430441,0.128290584,0.8317320998783991,8,86,133.94901975810953,24
1456,1416.0,206675,0.060951109,5.0,3.605551275463989,0.3217505543966423,135.26505688649584,133.89466028052658,0.128722064,0.8315416414105821,8,78,134.00864476124252,32
1457,1416.5,208022,0.06155244,5.0,3.605551275463989,0.3217505543966423,135.31149982585114,133.93939054493546,0.129556734,0.8313513572754694,8,79,134.06826976437551,31
1458,1417.0,207693,0.061585196,5.0,3.605551275463989,0.3217505543966423,135.357926830074,133.98412080934435,0.129277788,0.831161247194001,8,80,134.10288804715623,30
1459,1417.5,207442,0.061823844,6.0,3.605551275463989,0.3217505543966423,135.40433791555583,134.02885107375323,0.130044155,0.8309713108877548,8,81,134.1375063299369,29
1460,1419.5,207121,0.058682879,10.0,3.605551275463989,0.3217505543966423,135.45073309865987,134.07280586539989,0.125737752,0.8307815480789443,8,79,134.1721246127176,32
1461,1420.0,207883,0.061296333,10.0,3.605551275463989,0.3217505543966423,135.49711239572136,134.11753612980877,0.128463091,0.8305919584904171,8,80,134.20674289549828,31
1462,1420.5,207905,0.061623259,10.0,3.605551275463989,0.3217505543966423,135.5434758230477,134.16226639421765,0.128806011,0.8304025418456529,8,81,134.24136117827896,30
1463,1421.0,208677,0.061106645,10.0,3.605551275463989,0.3217505543966423,135.5898233969182,134.20699665862657,0.128579307,0.8302132978687612,8,82,134.27597946105965,29
1464,1421.5,208229,0.059421868,10.0,3.605551275463989,0.3217505543966423,135.6361551335846,134.25172692303545,0.127296186,0.8300242262844802,8,83,134.31059774384033,28
1465,1422.0,207985,0.06154392,8.0,3.605551275463989,0.3217505543966423,135.68247104927073,134.29645718744433,0.128327111,0.8298353268181743,8,84,134.34521602662102,27
1466,1422.5,208369,0.061211616,10.0,3.605551275463989,0.3217505543966423,135.72877116017276,134.34118745185322,0.128519803,0.8296465991958327,8,85,134.38438806117173,26
1467,1423.0,208765,0.06179437,8.0,3.605551275463989,0.3217505543966423,135.77505548245932,134.3859177162621,0.129254461,0.8294580431440672,8,86,134.42356009572245,25
1468,1423.5,208797,0.061269793,6.0,3.1622776601683795,0.3217505543966423,135.8213240322714,134.43064798067098,0.128783033,0.8292696583901106,8,87,134.46273213027317,24
1469,1428.5,208814,0.061188359,10.0,3.605551275463989,0.3217505543966423,135.86757682572255,134.48044671815347,0.128628545,0.8290814446618147,8,79,134.5019041648239,32
1470,1429.0,208826,0.061347876,10.0,3.605551275463989,0.3217505543966423,135.91381387889894,134.52517698256239,0.12860871,0.8288934016876487,8,80,134.54107619937463,31
1471,1429.5,208839,0.062031341,10.0,3.605551275463989,0.3217505543966423,135.9600352078593,134.56990724697127,0.129153191,0.8287055291966969,8,81,134.58024823392535,30
1472,1430.0,209262,0.061436504,10.0,3.605551275463989,0.3217505543966423,136.00624082863516,134.61463751138015,0.128393739,0.8285178269186577,8,82,134.6194202684761,29
1473,1432.0,209705,0.06189117,10.0,3.605551275463989,0.3217505543966423,136.05243075723072,134.65859230302678,0.129153261,0.828330294583841,8,80,134.6585923030268,32
1474,1432.5,209407,0.061598396,10.0,3.605551275463989,0.3217505543966423,136.09860500962316,134.7033225674357,0.128834576,0.8281429319231669,8,81,134.70332256743572,31
1475,1433.0,209089,0.061805755,10.0,3.605551275463989,0.3217505543966423,136.14476360176243,134.74805283184457,0.128888983,0.8279557386681634,8,82,134.7480528318446,30
1476,1433.5,209094,0.061239343,10.0,3.605551275463989,0.3217505543966423,136.1909065495716,134.79278309625346,0.128167313,0.8277687145509655,8,83,134.7927830962535,29
1477,1434.0,208448,0.061600002,10.0,3.605551275463989,0.3217505543966423,136.23703386894658,134.83751336066234,0.128329345,0.8275818593043122,8,84,134.8375133606624,28
1478,1434.5,208451,0.060869255,8.0,3.605551275463989,0.3217505543966423,136.28314557575658,134.88224362507123,0.127194288,0.827395172661546,8,85,134.88224362507128,27
1479,1435.0,207796,0.058717659,10.0,3.605551275463989,0.3217505543966423,136.3292416858438,134.9269738894801,0.124640128,0.8272086543566101,8,86,134.92697388948017,26
1480,1435.5,207621,0.060945452,10.0,3.605551275463989,0.3217505543966423,136.37532221502383,134.97170415388902,0.126614047,0.8270223041240472,8,87,134.97170415388908,25
1481,1436.0,207377,0.060570544,10.0,3.1622776601683795,0.3217505543966423,136.42138717908543,135.0164344182979,0.126064816,0.8268361216989977,8,88,135.01643441829796,24
1482,1436.5,207755,0.061284041,10.0,3.1622776601683795,0.46364760900080615,136.46743659379072,135.0902247356293,0.127272439,0.8266501068171977,8,89,135.09022473562936,23
1483,1438.0,208133,0.060933089,11.0,3.605551275463989,0.3217505543966423,136.5134704748753,135.14984973876233,0.126857374,0.8264642592149777,8,88,135.1640150529608,24
1484,1438.5,208122,0.061083946,11.0,3.1622776601683795,0.3217505543966423,136.5594888380482,135.19458000317124,0.127565563,0.82627857862926,8,89,135.23780537029222,24
1485,1443.5,208142,0.060815127,11.0,3.605551275463989,0.3217505543966423,136.605491698992,135.2443787406537,0.126962135,0.8260930647975582,8,81,135.31159568762362,32
1486,1444.0,208144,0.061091908,11.0,3.605551275463989,0.3217505543966423,136.65147907336288,135.28910900506258,0.127274604,0.8259077174579745,8,82,135.38538600495502,31
1487,1444.5,208126,0.060988822,11.0,3.605551275463989,0.3217505543966423,136.69745097679066,135.33383926947147,0.12733383,0.8257225363491985,8,83,135.45917632228642,30
1488,1445.0,208501,0.061192409,11.0,3.605551275463989,0.3217505543966423,136.74340742487897,135.37856953388038,0.127603485,0.8255375212105048,8,84,135.53296663961785,29
1489,1445.5,208902,0.060984212,11.0,3.605551275463989,0.3217505543966423,136.78934843320516,135.42329979828926,0.127539931,0.8253526717817526,8,85,135.60675695694925,28
1490,1446.0,210020,0.061183958,7.0,3.605551275463989,0.32175055439664263,136.83527401732044,135.46803006269815,0.128074774,0.8251679878033829,8,86,135.66638196008225,27
1491,1446.5,211190,0.061569202,11.0,3.605551275463989,0.3217505543966423,136.8811841927499,135.51276032710703,0.12910926,0.8249834690164164,8,87,135.72600696321524,26
1492,1447.0,212224,0.062083442,11.0,3.605551275463989,0.3217505543966423,136.9270789749927,135.55749059151594,0.12873128,0.8247991151624535,8,88,135.84627686444065,25
1493,1447.5,212906,0.061753233,11.0,3.1622776601683795,0.3217505543966423,136.9729583795219,135.6022208559248,0.128698944,0.8246149259836713,8,89,135.96654676566607,24
1494,1451.0,212196,0.061614319,11.0,3.605551275463989,0.3217505543966423,137.01882242178482,135.66594048540856,0.129015044,0.824430901222822,8,84,135.98631160350317,28
1495,1451.5,212991,0.061944248,11.0,3.605551275463989,0.3217505543966423,137.06467111720278,135.71067074981744,0.129323323,0.8242470406232321,8,85,136.00607644134024,27
1496,1452.0,213223,0.062010668,11.0,3.605551275463989,0.3217505543966423,137.1105044811714,135.75540101422635,0.129247754,0.8240633439287994,8,86,136.06570144447326,26
1497,1452.5,214451,0.062842754,9.0,3.605551275463989,0.3217505543966423,137.15632252906053,135.8001312786352,0.130744799,0.8238798108839926,8,87,136.12532644760626,25
1498,1453.0,213458,0.062472247,10.0,3.1622776601683795,0.3217505543966423,137.20212527621445,135.8448615430441,0.130663085,0.823696441233849,8,88,136.18495145073925,24
1499,1458.0,214644,0.060383229,7.0,3.605551275463989,0.32175055439664263,137.24791273795168,135.89466028052658,0.129469151,0.8235132347239729,8,80,136.24457645387224,32
1500,1458.5,216139,0.062804272,7.0,3.605551275463989,0.32175055439664263,137.29368492956536,135.93939054493546,0.132363576,0.8233301911005343,8,81,136.36484635509765,31
1501,1459.0,218185,0.063058493,7.0,3.605551275463989,0.32175055439664263,137.33944186632303,135.98412080934435,0.133079517,0.8231473101102667,8,82,136.48511625632307,30
